1,0,0
2,4.0970591008090445,5
3,7.09952332761274,10
4,14.587811594770168,17
5,16.182167168259394,17
6,21.28272941993883,22
7,23.342982536169874,26
8,30.952277851743048,32
9,29.411405482267362,30
10,35.551910994474134,40
11,41.96876960228695,45
12,45.11735354877047,48
13,48.702070421032516,50
14,51.411376277913185,53
15,58.292128122526464,60
16,62.27018659993319,68
17,62.41060867434344,66
18,68.3987294384715,68
19,66.63437783048558,70
20,75.71901122342052,78
21,82.49293130187877,84
22,76.86346870216758,81
23,86.78413162259922,88
24,87.56289084821418,90
25,94.80730321001323,101
26,97.51958233741108,99
27,108.34855063936337,111
28,100.98460312070749,103
29,96.44757380488777,103
30,113.66247997520766,115
31,115.43381471517395,116
32,117.92570242652499,123
33,110.32424171513493,116
34,128.70352098222673,131
35,127.76723916220993,129
36,134.17693809905902,135
37,136.96787563136132,143
38,142.37059297042111,146
39,143.9070944504395,143
40,136.7448945391459,142
41,149.80303239330274,153
42,160.50922930236771,162
43,160.0520454056873,168
44,154.0668527834973,162
45,172.16119971011446,178
46,169.50243537746044,176
47,180.06186580394564,184
48,160.95528964529916,160
49,181.1499572848711,185
50,185.17380618152762,181
51,188.2911137665642,190
52,196.54601505890503,204
53,198.40828240389322,207
54,185.85240451765102,187
55,197.51479058868688,200
56,203.72582901231056,206
57,217.67121018213905,223
58,213.80738704778219,220
59,215.51005829741788,222
60,218.79236046775645,223
61,226.25423537939412,232
62,224.88949707753542,230
63,226.35762002857925,225
64,230.37207001906765,232
65,229.29780302069605,231
66,252.99576936587252,256
67,246.33324954380944,257
68,265.12247121470716,267
69,248.72812760104927,257
70,269.47391725570566,280
71,264.22575372655444,268
72,269.3770074459971,271
73,267.6095329809431,274
74,272.02192553292093,279
75,285.93250804458455,300
76,278.4519087932977,284
77,293.9891591911562,301
78,297.947358284723,304
79,301.849165469527,305
80,298.0351173003451,305
81,296.9553960973928,301
82,294.7905105621615,305
83,311.25948101075153,314
84,309.11099600336706,312
85,315.2409894166626,327
86,320.41257355594007,329
87,316.4399561943865,321
88,327.81344513699065,334
89,326.53689975712473,329
90,327.6698979266457,330
91,346.25689945175867,363
92,334.7646150295038,339
93,347.18360910199084,356
94,347.0949258175731,356
95,351.51468286724037,356
96,353.0777631459573,360
97,351.23549072217463,362
98,357.8457285711248,370
99,373.0455237860385,380
100,364.3656542923381,379
